Model,Test,Few(n),n,Prompt,r,s,ex_selector,bleu,sari_add,sari_keep,sari_del,sari,fkgl,pbert_ref,rbert_ref,F1_bert_ref,pbert_src,rbert_src,F1_bert_src,ppl_mean,ppl_std,LENS,LENS_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,c_ratio,splits,lev_sim,copies,adds,deletes,lex_complexity
opt-iml-max-30b,asset-test,asset-valid,3,p1,1,489,random,73.6337,4.4137,58.4254,53.3498,38.7296,7.1914,68.5166,73.8927,70.1184,70.0555,68.9075,69.4433,140.7717,166.2661,51.9481,16.0509,92.2922,99.0279,38.375,81.9985,0.874,1.0805,0.8281,0.0056,0.1733,0.2656,8.5082
opt-iml-max-30b,asset-test,asset-valid,3,p1,1,723,random,74.3333,4.3107,58.5143,52.8358,38.5536,7.0722,69.1904,73.9327,70.5813,70.6251,68.9621,69.7403,141.8967,175.6677,52.9155,15.5021,92.5617,99.0974,38.0124,81.2269,0.8729,1.0882,0.8344,0.0056,0.1669,0.2568,8.544
opt-iml-max-30b,asset-test,asset-valid,3,p2,1,287,random,71.6823,6.3203,59.571,60.1856,42.0256,6.7036,81.752,78.0752,78.5698,80.2235,68.2877,74.1281,119.5028,129.7388,65.4897,14.4151,91.8789,98.8839,37.0889,78.3052,0.8838,1.3201,0.787,0.078,0.1221,0.2803,8.5528
opt-iml-max-30b,asset-test,asset-valid,3,p2,1,489,random,76.0607,6.9925,60.3137,60.7337,42.68,6.5751,83.3553,80.2281,80.6749,81.8329,69.2512,75.4037,112.3682,130.1597,65.4059,15.6277,91.8761,99.0013,38.6421,82.6643,0.8446,1.2542,0.7901,0.0891,0.1201,0.2829,8.4467
opt-iml-max-30b,asset-test,asset-valid,3,p2,1,723,random,74.5169,6.7528,58.2201,59.1895,41.3875,6.588,82.5199,77.6267,78.9295,80.5401,66.86,73.5362,121.1134,139.5744,64.9764,15.9216,92.2296,98.9999,38.7562,82.5659,0.8181,1.2433,0.7764,0.0696,0.1205,0.2966,8.4799
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p0,1,287,random,8.6305,2.2568,31.7897,71.1418,35.0628,4.9999,19.2663,14.2563,16.7268,34.2193,23.7291,28.8698,99.6016,102.515,43.8181,20.8847,88.9349,99.5145,21.4985,49.2837,1.0225,1.3913,0.5459,0.07,0.4439,0.5275,8.7482
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p0,1,489,random,10.5196,2.3303,38.261,73.6697,38.087,4.8525,20.3947,15.5606,17.9691,36.9765,25.347,31.0729,102.4052,112.8796,42.8983,21.0977,89.257,99.6064,22.2999,48.0119,0.9952,1.3853,0.5641,0.0833,0.4137,0.5059,8.7704
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p0,1,723,random,11.1222,2.0071,38.1087,71.3661,37.1606,5.0578,19.5247,15.6059,17.56,37.464,27.4121,32.3831,92.7487,66.9798,43.2658,20.5355,89.1525,99.6036,21.9343,47.9033,0.9713,1.3804,0.5765,0.0867,0.4181,0.501,8.7561
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p1,1,287,random,8.5015,2.2579,31.5379,72.7136,35.5031,4.4047,13.1171,11.5076,12.3374,24.5909,18.0766,21.311,94.5107,70.2083,37.1327,17.8544,87.8887,99.3654,19.3463,44.8537,1.0747,1.4398,0.5295,0.0,0.5201,0.5411,8.7395
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p1,1,489,random,10.2356,2.1769,34.8461,71.2369,36.0866,5.2422,15.1908,14.5443,14.8884,28.9881,23.4233,26.184,106.154,134.5762,37.7952,17.7864,87.9289,99.001,21.7247,49.7962,1.1056,1.4187,0.5535,0.0067,0.4911,0.5056,8.7614
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p1,1,723,random,8.8437,2.1593,31.669,70.7125,34.8469,4.6752,12.0955,11.3452,11.7425,25.0029,19.9511,22.4789,98.5478,70.8664,36.8533,17.3038,87.5763,99.2303,20.4056,46.6973,1.1157,1.4702,0.5432,0.0,0.5166,0.5169,8.7303
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p2,1,287,random,4.2115,1.5371,30.597,71.9029,34.679,6.77,9.2987,12.9102,11.0671,25.8142,22.748,24.2215,71.3977,87.7441,49.266,15.9796,83.7302,97.2998,8.8617,19.3729,2.7551,3.5485,0.5054,0.05,0.5568,0.3048,9.0847
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p2,1,489,random,4.9959,1.8243,35.0875,73.7215,36.8778,6.7363,10.8604,14.426,12.6238,24.9826,22.2915,23.5865,68.2366,76.0132,49.9059,16.4983,83.2556,97.0391,8.4812,18.1318,2.7436,3.5811,0.499,0.0567,0.5545,0.304,9.1473
opt-iml-max-30b,med-easi-test,med-easi-validation,3,p2,1,723,random,4.4309,1.8689,32.0044,73.637,35.8368,6.8352,9.9095,13.1501,11.5004,23.6819,21.0572,22.3007,80.592,198.3184,48.6695,16.5313,83.176,97.1707,9.2149,19.391,2.7485,3.5402,0.4888,0.0367,0.572,0.3117,9.0787
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,48.4799,3.7508,56.032,51.1866,36.9898,6.805,70.4493,60.3604,64.8995,75.6384,61.6957,68.5031,91.6582,98.8099,65.3021,13.6039,92.9482,99.2714,33.1001,83.4322,0.8015,1.1453,0.7364,0.1172,0.1598,0.3588,8.5712
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,53.0953,3.4774,59.8406,51.3349,38.2176,7.1108,72.994,63.2089,67.5061,78.1854,64.3258,71.0845,91.2212,93.7874,64.3704,14.0924,93.275,99.3469,32.308,83.3467,0.8118,1.0869,0.7603,0.1406,0.1386,0.3232,8.5498
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,48.1022,3.4751,56.4303,53.1127,37.6727,6.8017,69.8305,59.9667,64.2323,75.1761,60.7001,67.7463,104.9708,212.9919,64.2821,13.8098,93.329,99.4485,33.0455,84.2975,0.8187,1.112,0.731,0.0977,0.1594,0.357,8.5023
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,46.175,3.1692,54.6253,52.8111,36.8685,6.3319,60.4509,58.0801,58.7506,64.045,58.7627,61.345,130.896,209.4246,54.7609,14.1043,92.7651,99.388,31.5455,79.958,0.8396,1.145,0.7342,0.0,0.23,0.3692,8.5421
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,50.2872,3.064,58.3548,52.3483,37.9224,6.7101,60.9327,60.3125,60.2855,65.0199,61.4957,63.2066,121.3013,140.7857,54.0332,15.3603,91.8039,99.4919,31.0122,78.882,0.869,1.116,0.7555,0.0,0.226,0.3364,8.5663
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,48.7831,3.0955,57.6922,51.6559,37.4812,6.4945,60.6242,61.2084,60.4855,64.8818,62.178,63.4834,110.0694,126.4283,54.0744,15.872,92.2178,99.2233,30.7613,79.4118,0.8862,1.1587,0.7598,0.0039,0.2329,0.3268,8.5195
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,48.6318,4.7223,57.0255,54.1766,38.6415,5.9574,70.3192,62.5583,65.653,74.7665,63.1168,68.8335,94.7926,100.4059,65.0508,14.2275,92.1885,99.4007,31.1746,82.3885,0.8473,1.284,0.7403,0.0859,0.1891,0.3484,8.4876
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,49.0717,4.8337,59.5193,56.6612,40.3381,6.4678,72.6008,65.1259,68.3821,77.2173,65.7533,71.3797,101.8976,148.8138,64.477,14.9477,92.8619,99.28,31.9688,82.7662,0.8206,1.1631,0.7548,0.1016,0.1592,0.3298,8.5286
opt-iml-max-30b,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,44.8148,5.0734,56.832,57.4808,39.7954,5.8575,70.3463,61.2589,65.1378,74.5312,61.4513,67.8509,90.1922,80.0012,64.7072,15.2049,92.9561,99.471,31.5349,82.7593,0.8032,1.2167,0.7251,0.1133,0.1779,0.3665,8.5191
t0,asset-test,asset-valid,3,p0,1,287,random,50.7546,2.5314,52.3094,53.1928,36.0112,8.4095,54.5195,58.7173,55.667,55.5623,53.7623,54.5763,126.6238,202.6568,51.955,19.0176,91.0734,97.6009,38.7533,84.404,1.1214,1.2885,0.7048,0.1671,0.2797,0.3079,8.6029
t0,asset-test,asset-valid,3,p0,1,489,random,51.0923,2.4826,52.6257,54.9178,36.6754,8.7473,52.2153,57.3547,53.768,53.1452,51.3338,52.1783,181.1009,657.4231,49.6036,19.7848,90.697,97.1606,38.6613,84.177,1.1247,1.1883,0.6922,0.2006,0.2832,0.3188,8.5573
t0,asset-test,asset-valid,3,p0,1,723,random,51.9197,2.6382,53.1883,54.6372,36.8213,8.4977,54.079,59.1289,55.524,55.2088,52.9715,54.0224,138.5169,317.8991,51.3598,19.9486,90.8749,97.6942,37.9057,83.897,1.1167,1.2384,0.706,0.2256,0.2732,0.3129,8.5429
t0,asset-test,asset-valid,3,p1,1,287,random,27.3046,1.5831,29.2374,64.742,31.8542,6.6301,18.7478,17.6484,16.9401,15.6093,6.9263,11.1583,2923.4412,17407.3851,24.4355,24.7099,89.1926,91.8826,41.5481,84.268,0.8077,1.1762,0.4294,0.0557,0.3428,0.6732,8.3069
t0,asset-test,asset-valid,3,p1,1,489,random,30.7202,1.5208,33.3295,64.163,33.0044,7.0843,21.1323,21.1039,19.8527,18.0227,10.0801,13.9529,3304.3259,33384.1522,27.0346,25.7506,88.644,94.0286,40.1504,82.7718,0.9011,1.1741,0.4514,0.0334,0.3612,0.6382,8.3837
t0,asset-test,asset-valid,3,p1,1,723,random,32.0372,1.8372,36.1013,63.6312,33.8566,7.1486,22.766,23.9588,22.2436,20.4067,13.3584,16.8103,1586.0821,14686.0038,26.0211,24.3941,87.6356,94.2904,39.0155,81.9219,0.9107,1.1957,0.4768,0.0446,0.3596,0.6,8.3693
t0,asset-test,asset-valid,3,p2,1,287,random,54.8832,2.4079,53.3957,51.9509,35.9182,8.7616,57.4791,61.3802,58.5237,59.3506,57.0275,58.0945,178.1636,647.3632,50.5135,20.8147,90.6801,95.7076,38.595,84.4253,1.1221,1.2031,0.7268,0.1978,0.2322,0.2844,8.6458
t0,asset-test,asset-valid,3,p2,1,489,random,52.4063,2.52,51.8591,56.3576,36.9123,8.4138,51.5693,53.7257,51.5782,52.052,47.5709,49.7629,208.8398,611.7134,46.4944,23.1359,91.0898,94.0256,39.0578,84.8204,1.0248,1.1827,0.6736,0.1671,0.2671,0.3636,8.5993
t0,asset-test,asset-valid,3,p2,1,723,random,52.3038,2.908,52.7146,54.3055,36.6427,8.5039,54.7345,59.0914,55.8667,56.1256,53.704,54.8456,195.5433,748.1291,49.1321,22.1308,90.5077,95.1321,37.629,83.2412,1.0856,1.2184,0.7059,0.1838,0.2591,0.3069,8.5593
t0,med-easi-test,med-easi-validation,3,p0,1,287,random,11.2693,1.7834,36.5728,69.638,35.9981,10.3544,15.0385,17.6695,16.2954,34.7988,31.2738,32.9603,113.0092,261.0825,45.9774,20.427,89.29,98.1063,27.8334,69.7381,1.3704,1.2401,0.5825,0.1533,0.428,0.4144,8.9339
t0,med-easi-test,med-easi-validation,3,p0,1,489,random,13.5583,1.8396,40.5667,67.9901,36.7988,10.4029,18.4206,21.8367,20.0796,39.7216,36.543,38.0646,132.303,352.1407,46.0876,20.0764,89.2391,97.746,29.8861,74.3698,1.3187,1.159,0.6137,0.16,0.3926,0.3935,8.9722
t0,med-easi-test,med-easi-validation,3,p0,1,723,random,12.7626,1.5549,39.4361,68.4711,36.4874,10.8128,16.0392,19.753,17.876,36.1533,34.2028,35.1247,96.2086,122.4175,45.487,20.3677,88.3062,97.4258,28.2766,70.3962,1.439,1.1805,0.6035,0.1467,0.416,0.4068,8.9767
t0,med-easi-test,med-easi-validation,3,p1,1,287,random,6.9895,1.3474,29.395,75.3509,35.3644,9.365,4.6681,2.0377,3.2277,12.855,5.6979,9.1126,3431.448,27575.3289,27.1918,22.9801,88.0516,92.6933,28.6495,69.5578,1.1968,1.1946,0.4275,0.0333,0.4588,0.607,8.9868
t0,med-easi-test,med-easi-validation,3,p1,1,489,random,6.6245,1.478,25.5666,71.0766,32.7071,9.7302,2.7557,4.0971,3.3863,15.4759,11.453,13.3374,1377.9166,11451.2124,30.6696,22.6296,87.112,94.451,26.4484,64.8953,1.4306,1.2731,0.4563,0.0267,0.4752,0.5354,8.9907
t0,med-easi-test,med-easi-validation,3,p1,1,723,random,6.8696,1.361,26.9108,72.4585,33.5768,9.5026,3.683,2.9189,3.2409,16.2727,9.5931,12.7977,985.2922,9194.5774,29.5983,22.3198,87.6241,94.1069,28.7356,68.5045,1.3961,1.2204,0.4459,0.0233,0.4511,0.5802,8.9954
t0,med-easi-test,med-easi-validation,3,p2,1,287,random,11.8894,1.5638,38.0718,68.4547,36.0301,10.7958,14.9523,17.0001,15.9304,36.1453,32.8596,34.4048,158.1685,632.5906,42.6099,20.1986,88.2641,96.8567,28.1167,69.7898,1.464,1.2148,0.5873,0.15,0.4247,0.3808,8.9542
t0,med-easi-test,med-easi-validation,3,p2,1,489,random,9.5219,1.7024,32.5845,66.177,33.488,10.5684,11.8231,15.627,13.6703,32.7513,31.3807,31.9918,159.8715,451.5387,41.9823,20.7722,88.1078,96.7637,27.6725,69.604,1.6165,1.2873,0.5753,0.1267,0.4206,0.3918,8.9993
t0,med-easi-test,med-easi-validation,3,p2,1,723,random,13.093,1.535,42.4777,68.492,37.5015,11.0712,16.0594,20.4422,18.1906,36.1826,35.2898,35.6425,107.9557,260.5016,43.6952,20.3933,87.7626,97.3801,28.0018,69.8725,1.6915,1.2821,0.5937,0.1367,0.4168,0.365,9.0141
t0,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,22.2572,1.9512,40.2564,55.8589,32.6888,7.0294,32.1877,34.0536,32.6459,34.9998,32.507,33.7331,86.3881,117.5502,53.0316,19.3739,89.6477,98.9293,25.5005,69.4507,1.358,1.6133,0.5554,0.0547,0.4757,0.4438,8.5093
t0,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,19.8628,1.9889,38.0222,57.7791,32.5967,6.8246,30.6394,32.8791,31.3137,32.4681,29.8997,31.1653,82.5339,85.6887,55.6567,18.5627,89.6258,98.6337,25.0409,66.5206,1.3943,1.646,0.541,0.0625,0.4897,0.4535,8.5728
t0,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,20.2875,1.6493,40.8324,59.014,33.8319,7.2696,29.8998,31.6447,30.2812,30.2518,28.621,29.4344,79.9541,123.7928,52.223,19.2122,89.3605,98.1776,24.8288,67.2411,1.49,1.6374,0.5293,0.0781,0.5174,0.4531,8.5449
t0,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,14.2012,1.493,29.4266,60.4516,30.4571,6.2442,16.4234,17.8804,16.6677,15.5328,12.6857,14.1169,229.9906,438.0532,40.7157,24.6449,89.1192,97.6355,23.1858,62.0914,1.2365,1.6225,0.4439,0.0234,0.5246,0.5894,8.4196
t0,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,14.5959,1.6499,29.0865,58.4841,29.7402,6.7387,17.6251,19.6974,18.1776,17.6542,15.3622,16.498,469.4711,3204.997,43.8535,22.6871,89.1134,96.9661,23.5253,63.7751,1.3527,1.6242,0.4517,0.0195,0.5455,0.5639,8.4316
t0,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,15.2716,1.4061,30.4959,60.0222,30.6414,6.4519,20.1866,18.9772,19.096,19.5769,14.5333,17.0465,656.8391,3724.0643,41.7817,24.7562,89.8807,97.3622,24.6584,65.4754,1.2015,1.5445,0.4507,0.0273,0.4958,0.5907,8.4699
t0,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,20.256,1.739,38.9695,57.8761,32.8616,7.6281,30.9206,31.5775,30.86,31.9784,29.3759,30.6864,92.764,167.9629,54.9203,18.5686,89.8332,97.7203,25.2574,68.1573,1.3393,1.5267,0.5401,0.0742,0.4866,0.4627,8.59
t0,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,20.8852,1.8141,37.9394,55.8122,31.8552,7.4615,29.7449,29.806,29.2604,32.2005,27.8515,30.0154,120.4468,412.22,53.5529,18.8693,89.8742,97.8328,25.3694,66.9578,1.4165,1.5404,0.5315,0.0703,0.4823,0.4716,8.5557
t0,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,22.3741,1.7815,42.1556,57.4181,33.785,7.6437,32.9369,33.5224,32.7645,34.5183,31.647,33.0781,115.7584,239.8953,51.2194,20.837,89.5103,96.0315,25.3245,68.4124,1.3698,1.5157,0.547,0.0859,0.4543,0.4424,8.617
t0-3b,asset-test,asset-valid,3,p0,1,287,random,54.5347,1.8436,52.0195,51.6649,35.176,8.7832,53.0008,56.7035,53.9755,54.5516,52.1128,53.296,104.7327,115.4632,51.6823,18.7811,90.9488,98.5997,38.4557,84.4189,1.0646,1.1223,0.7167,0.3231,0.2891,0.3167,8.5081
t0-3b,asset-test,asset-valid,3,p0,1,489,random,53.8509,1.7326,53.7426,50.5812,35.3522,9.3594,52.304,58.6033,54.5499,54.7755,54.6525,54.6974,113.1827,222.7001,51.0753,18.569,90.3646,98.5733,38.0226,83.4868,1.1493,1.1379,0.7301,0.337,0.2958,0.2871,8.5758
t0-3b,asset-test,asset-valid,3,p0,1,723,random,52.6639,1.8098,51.4298,51.457,34.8989,8.4176,52.414,57.7112,54.0206,54.4393,53.1176,53.7531,109.8072,125.2711,51.8804,18.5289,90.8878,98.8147,38.1153,84.6512,1.085,1.1896,0.7226,0.337,0.2954,0.3018,8.5421
t0-3b,asset-test,asset-valid,3,p1,1,287,random,60.6749,1.2043,53.4461,45.9662,33.5389,8.9771,55.5197,61.5754,57.7022,58.5536,59.7338,59.1338,166.4418,425.0333,42.5449,18.0492,90.3193,96.989,37.2303,82.057,1.0271,1.0708,0.7824,0.1198,0.2551,0.2826,8.5201
t0-3b,asset-test,asset-valid,3,p1,1,489,random,60.0697,1.2928,53.1384,46.8021,33.7445,9.2285,55.741,61.7576,57.8571,58.7492,59.2523,58.9826,229.3128,1834.8344,44.0055,17.8736,90.8841,97.3283,37.1281,81.6849,1.0242,1.0411,0.7761,0.156,0.25,0.2845,8.57
t0-3b,asset-test,asset-valid,3,p1,1,723,random,57.1239,1.2875,54.1883,48.35,34.6086,8.8337,52.5973,60.4868,55.6919,54.9224,58.025,56.4835,234.6743,1836.8126,42.0443,19.0997,89.6024,96.9779,37.0066,81.4534,1.0908,1.1156,0.7685,0.1031,0.2813,0.2957,8.4961
t0-3b,asset-test,asset-valid,3,p2,1,287,random,49.2729,1.7115,53.1884,50.1174,35.0058,8.8195,52.1692,59.153,54.6299,54.5758,55.767,55.1107,135.9533,653.9342,51.1983,18.356,89.6894,97.9839,37.0551,82.5141,1.2321,1.3066,0.7211,0.3203,0.3065,0.2678,8.5354
t0-3b,asset-test,asset-valid,3,p2,1,489,random,50.1258,1.6431,53.7454,50.5147,35.3011,9.0821,51.7652,58.1383,54.0879,53.8468,53.6973,53.7385,114.0007,255.8319,49.901,19.5976,89.4191,97.7276,37.0279,82.6716,1.2298,1.2342,0.7167,0.3203,0.3179,0.2783,8.5697
t0-3b,asset-test,asset-valid,3,p2,1,723,random,51.9559,1.7705,53.4022,50.3339,35.1689,8.8012,53.8918,60.1777,56.0486,56.2583,55.4591,55.8094,113.7088,167.9721,50.0274,19.9831,89.8487,97.5963,37.1093,82.8807,1.1794,1.2486,0.7271,0.3287,0.2878,0.2679,8.5205
t0-3b,med-easi-test,med-easi-validation,3,p0,1,287,random,12.126,1.8111,40.9039,71.0929,37.936,10.3315,14.1185,17.2077,15.6219,28.7184,26.9809,27.7851,107.5404,343.4299,44.7102,20.0996,87.7807,97.676,27.8696,70.8806,1.6194,1.2909,0.5495,0.1367,0.496,0.411,8.9894
t0-3b,med-easi-test,med-easi-validation,3,p0,1,489,random,11.9985,1.4792,40.6846,69.0134,37.0591,10.2659,16.379,19.6469,17.9581,32.7255,31.3239,31.9296,872.8621,13556.9463,44.9126,19.0261,87.9703,97.8773,26.8476,69.9315,1.6639,1.3391,0.5674,0.1333,0.4648,0.3892,9.0044
t0-3b,med-easi-test,med-easi-validation,3,p0,1,723,random,11.4913,1.5384,41.7536,69.7976,37.6965,10.4096,14.3883,18.9817,16.6262,32.0343,32.0456,31.954,126.4448,378.239,42.485,20.4405,86.5995,96.9199,25.8534,68.255,1.7029,1.4292,0.5762,0.1433,0.4736,0.3612,8.9751
t0-3b,med-easi-test,med-easi-validation,3,p1,1,287,random,15.2913,1.4137,43.0039,65.7968,36.7381,10.3841,20.7173,23.6174,22.1355,42.888,41.0369,41.9321,155.9506,434.6197,39.7993,19.2186,88.7187,97.5492,28.7044,70.2314,1.2434,1.0958,0.6725,0.07,0.3577,0.3713,8.8896
t0-3b,med-easi-test,med-easi-validation,3,p1,1,489,random,15.3764,1.4789,43.1851,65.8547,36.8396,10.5083,18.2575,21.8098,19.9869,40.2269,38.0974,39.0858,189.701,1007.4552,37.2425,18.4651,88.933,96.6662,29.5519,72.9708,1.3496,1.0976,0.6417,0.0533,0.3778,0.3879,8.953
t0-3b,med-easi-test,med-easi-validation,3,p1,1,723,random,16.0667,1.2746,44.3492,65.4238,37.0159,10.9804,19.426,23.4103,21.379,41.0036,40.7903,40.8519,143.5135,362.7759,40.2324,18.7086,88.6863,95.8926,28.6496,70.5373,1.3583,1.109,0.6594,0.08,0.3571,0.3595,8.9659
t0-3b,med-easi-test,med-easi-validation,3,p2,1,287,random,12.7459,1.8118,45.7499,69.0825,38.8814,10.4013,16.2765,22.514,19.3268,33.1733,35.7741,34.3483,87.7101,141.5088,43.2568,19.4268,85.7806,97.5174,26.4441,68.8962,1.8375,1.5546,0.5829,0.1467,0.4764,0.3222,8.9748
t0-3b,med-easi-test,med-easi-validation,3,p2,1,489,random,11.2648,1.5166,42.2166,66.5994,36.7775,10.1272,12.3935,19.9596,16.0954,31.0699,35.7997,33.2999,91.6018,176.7448,42.2508,18.7659,84.9159,96.7829,24.8079,66.3021,1.875,1.6812,0.5713,0.14,0.494,0.3112,9.0536
t0-3b,med-easi-test,med-easi-validation,3,p2,1,723,random,12.477,1.5817,46.039,68.8639,38.8282,10.4813,14.4748,21.854,18.0787,31.8231,35.3093,33.4622,94.7457,217.9584,40.5491,20.3561,84.9521,97.3426,25.2794,66.5388,1.8974,1.537,0.5779,0.1333,0.4923,0.3031,8.9739
t0-3b,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,19.5582,1.6057,38.8857,53.6271,31.3728,8.4478,27.045,30.985,28.5701,29.4927,29.7618,29.6423,78.5945,128.7914,49.2267,19.0259,89.7305,98.4713,23.5015,64.4882,1.649,1.5673,0.5319,0.1328,0.52,0.4154,8.5322
t0-3b,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,20.848,1.5333,41.4486,54.807,32.5963,9.0435,27.4017,31.0666,28.8325,30.2547,30.8143,30.5161,75.8693,100.8639,49.2801,18.3792,88.5353,98.0587,23.6236,61.9687,1.6105,1.5242,0.5442,0.1328,0.515,0.4039,8.5462
t0-3b,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,21.3637,1.5769,42.1009,54.5271,32.735,8.8626,29.3843,32.1113,30.3277,31.5391,31.495,31.5388,70.4473,75.4151,51.228,18.624,89.0462,98.1053,22.9373,62.6966,1.5206,1.5189,0.5523,0.1641,0.5144,0.4163,8.5021
t0-3b,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,23.0052,1.1222,43.886,52.2346,32.4142,8.9251,28.8759,34.1861,31.1649,31.617,34.3065,32.9502,130.386,477.5733,44.2023,19.4746,88.2878,96.7985,23.2637,62.5181,1.6208,1.4567,0.5724,0.0859,0.4955,0.3874,8.4791
t0-3b,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,27.2636,1.1681,45.5638,52.4834,33.0717,8.607,32.8546,36.4705,34.3789,35.445,36.6775,36.0669,103.2866,179.7029,44.4414,20.3069,89.7078,97.4527,26.02,67.7063,1.4009,1.3968,0.6061,0.0859,0.4569,0.4081,8.5504
t0-3b,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,23.5646,1.1913,41.9629,50.3673,31.1738,9.5116,29.042,33.7707,31.0358,32.2843,33.9122,33.1152,406.6989,3089.0604,40.8795,19.8326,88.3782,95.1772,24.7429,64.004,1.5307,1.3616,0.576,0.0742,0.4867,0.4007,8.6481
t0-3b,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,20.3205,1.7058,42.4192,53.4611,32.5287,8.4132,31.2487,35.4854,32.9491,34.0332,34.9616,34.4799,68.3777,69.7785,50.0954,17.7079,88.0978,98.2334,23.5281,65.4529,1.5821,1.6753,0.5647,0.1406,0.5119,0.3791,8.5241
t0-3b,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,25.4473,1.5492,48.3872,52.6463,34.1942,8.8178,36.0456,39.6218,37.4037,39.2794,39.8029,39.5231,76.0229,121.7821,50.987,18.074,88.4745,97.9802,24.9308,68.0456,1.6196,1.6502,0.5949,0.1758,0.4595,0.3397,8.5961
t0-3b,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,26.4415,1.4317,47.5088,51.2648,33.4017,8.2756,38.0702,41.4183,39.3321,41.031,41.2099,41.0799,73.576,66.029,50.8315,18.9351,88.8923,98.5661,26.0525,70.4512,1.66,1.6527,0.604,0.1875,0.4426,0.3268,8.5766
t0pp,asset-test,asset-valid,3,p0,1,287,random,42.1726,1.8664,50.0098,54.8422,35.5728,8.0551,45.6475,52.7246,48.2537,47.3466,47.4732,47.4131,87.8704,107.8983,47.1118,22.1987,86.5484,95.5688,34.7045,78.4017,1.2024,1.36,0.6901,0.2953,0.3609,0.3161,8.5749
t0pp,asset-test,asset-valid,3,p0,1,489,random,41.0924,1.8798,50.8894,53.741,35.5034,8.4399,44.4897,51.3687,46.9376,46.6176,46.9586,46.7938,97.9245,124.3567,46.0784,21.8387,86.3826,95.8385,34.5128,78.7778,1.3071,1.3751,0.678,0.3064,0.383,0.2997,8.5486
t0pp,asset-test,asset-valid,3,p0,1,723,random,41.8435,2.2401,51.244,54.6848,36.0563,8.575,45.9124,53.535,48.7438,47.7214,49.1928,48.4524,95.4517,179.926,47.4109,21.9639,86.028,95.3407,34.0744,78.6137,1.259,1.3709,0.6856,0.2925,0.3693,0.293,8.5724
t0pp,asset-test,asset-valid,3,p1,1,287,random,16.3216,1.8824,34.0845,64.051,33.3393,7.9331,11.9348,22.8045,16.3629,9.8932,13.0768,11.4677,346.421,2865.4898,26.3744,23.5872,80.6834,90.315,27.0497,62.2236,1.5805,1.6822,0.4689,0.0446,0.6036,0.4843,8.5576
t0pp,asset-test,asset-valid,3,p1,1,489,random,15.965,1.7418,33.3776,63.1577,32.759,8.2776,10.2458,20.253,14.04,8.1254,10.4407,9.2651,1490.374,12263.9733,22.5146,22.0224,79.4388,86.9405,26.3062,60.2397,1.6422,1.7403,0.4509,0.0223,0.6137,0.4832,8.5025
t0pp,asset-test,asset-valid,3,p1,1,723,random,14.3949,1.9173,30.8839,64.5318,32.4443,8.2058,9.2528,19.3359,13.1213,7.0289,9.1876,8.0776,1598.053,16376.4004,24.3998,22.7,80.6266,88.0451,26.7411,61.2883,1.666,1.6623,0.4414,0.0306,0.5853,0.4899,8.5575
t0pp,asset-test,asset-valid,3,p2,1,287,random,44.0944,2.0198,51.542,51.8969,35.1529,8.5317,47.7472,54.9522,50.394,49.8067,50.7458,50.244,92.0373,129.7033,45.943,22.8788,85.5193,94.4376,33.7363,76.7475,1.2616,1.3777,0.7014,0.3008,0.3496,0.2832,8.5397
