Model,Test,Few(n),n,Prompt,r,s,ex_selector,bleu,sari_add,sari_keep,sari_del,sari,fkgl,pbert_ref,rbert_ref,F1_bert_ref,pbert_src,rbert_src,F1_bert_src,ppl_mean,ppl_std,LENS,LENS_std,intra_dist1,intra_dist2,inter_dist1,inter_dist2,c_ratio,splits,lev_sim,copies,adds,deletes,lex_complexity
bloom,asset-test,asset-valid,3,p0,1,287,random,64.764,5.8309,57.3569,56.5752,39.921,7.3255,74.9693,75.9562,74.4433,74.6797,68.1958,71.3463,111.422,123.8786,59.3501,17.8055,90.6453,98.627,38.4646,83.4179,0.9449,1.2581,0.7633,0.0306,0.1781,0.2626,8.5189
bloom,asset-test,asset-valid,3,p0,1,489,random,66.9021,5.1738,56.5352,55.9875,39.2322,7.4424,75.9864,75.5615,74.7372,76.5609,68.6113,72.5053,114.4283,177.6661,59.7309,16.8033,91.142,98.8797,38.8278,83.8072,0.8988,1.1873,0.7745,0.0223,0.1669,0.2698,8.5357
bloom,asset-test,asset-valid,3,p0,1,723,random,69.3051,5.644,58.5886,54.9105,39.7144,7.5944,79.432,80.0946,78.5528,79.0474,72.2062,75.5506,116.3965,303.1411,60.7532,15.6367,90.8514,98.7406,39.3336,85.4641,0.9123,1.2017,0.7907,0.0223,0.1495,0.2381,8.4943
bloom,asset-test,asset-valid,3,p1,1,287,random,63.8644,4.8762,56.8286,55.1197,38.9415,6.7432,63.4005,70.5866,66.0483,64.409,65.0745,64.7054,133.502,133.7883,49.4455,16.7264,90.8294,98.9127,37.0558,79.1371,0.9507,1.2182,0.7856,0.0,0.2338,0.2742,8.5519
bloom,asset-test,asset-valid,3,p1,1,489,random,65.3101,4.9961,56.7962,55.8511,39.2145,6.6447,64.7089,71.4417,67.2747,65.4099,66.1522,65.7588,141.3841,166.31,49.3574,17.1378,91.7947,99.0348,37.8759,80.237,0.9128,1.2029,0.7928,0.0,0.2197,0.2828,8.583
bloom,asset-test,asset-valid,3,p1,1,723,random,65.1765,4.5092,57.6307,53.348,38.496,7.2233,65.0189,72.632,67.7947,66.1239,67.8942,66.9765,141.0181,143.3365,49.8122,15.586,91.2985,98.8096,37.9604,81.7837,0.9556,1.1822,0.7929,0.0,0.2121,0.2621,8.5434
bloom,asset-test,asset-valid,3,p2,1,287,random,59.5037,5.8864,58.1016,55.6011,39.863,7.6756,75.2662,77.3186,75.2048,75.5963,70.9435,73.2102,99.7653,111.4705,60.7158,15.8567,90.0676,98.462,35.2637,76.4691,1.0875,1.3877,0.7745,0.039,0.1894,0.2307,8.5489
bloom,asset-test,asset-valid,3,p2,1,489,random,62.3693,5.3552,58.0421,55.4269,39.6081,7.787,76.5676,77.5187,76.1358,77.2981,71.6431,74.4134,101.284,122.9266,60.5508,14.4527,90.6999,98.8723,36.1734,78.297,1.0028,1.2913,0.7877,0.0279,0.1786,0.2314,8.5302
bloom,asset-test,asset-valid,3,p2,1,723,random,66.4487,5.8796,59.4516,53.75,39.6938,7.865,78.5938,80.6755,78.5596,79.0884,74.4917,76.7425,99.424,130.6408,59.831,15.0734,90.2168,98.7733,37.9712,83.3709,0.9859,1.231,0.7998,0.0195,0.1681,0.2163,8.5311
bloom,med-easi-test,med-easi-validation,3,p0,1,287,random,9.156,2.9803,33.8327,74.0203,36.9444,5.3415,18.422,15.574,17.0095,28.5077,21.1691,24.807,86.9022,89.1851,42.1383,19.8196,87.0628,98.9837,22.2144,51.279,1.1661,1.478,0.5182,0.0133,0.505,0.5256,8.7834
bloom,med-easi-test,med-easi-validation,3,p0,1,489,random,9.6111,3.034,35.7321,75.5809,38.1157,5.6441,16.3256,13.6137,14.9622,25.8286,18.978,22.3428,83.3817,60.2504,41.2898,20.2378,87.2698,98.9018,22.1963,51.6628,1.1428,1.5333,0.5037,0.0033,0.5196,0.5324,8.7997
bloom,med-easi-test,med-easi-validation,3,p0,1,723,random,7.7156,2.8648,31.0051,75.8102,36.56,4.8804,15.3422,11.5598,13.45,24.3445,16.5435,20.3853,94.1762,195.5903,40.1069,20.329,87.0284,98.8043,20.4993,48.0924,1.1455,1.5509,0.4952,0.01,0.5286,0.5586,8.7636
bloom,med-easi-test,med-easi-validation,3,p1,1,287,random,9.2354,2.5804,34.8181,75.2745,37.5577,4.9649,13.7624,13.4348,13.6222,22.692,18.8778,20.7766,102.7834,227.2443,38.4038,17.2187,87.27,99.1568,21.2298,47.7933,1.1706,1.483,0.5138,0.0,0.5389,0.5382,8.7601
bloom,med-easi-test,med-easi-validation,3,p1,1,489,random,10.8349,2.7105,38.9688,75.4851,39.0548,5.0442,13.7534,14.1656,13.9846,23.0478,20.0492,21.5226,96.6626,99.1374,38.6209,18.8039,87.0194,99.0528,21.6068,50.1182,1.2028,1.5277,0.518,0.0,0.5394,0.5266,8.7428
bloom,med-easi-test,med-easi-validation,3,p1,1,723,random,7.7057,2.9759,29.0984,73.4977,35.1907,4.8445,11.7028,10.7693,11.2639,20.9919,16.3965,18.6907,93.4521,81.4141,35.8979,17.3177,86.6218,99.08,19.3174,45.6393,1.193,1.4839,0.5045,0.0,0.5626,0.5594,8.7401
bloom,med-easi-test,med-easi-validation,3,p2,1,287,random,5.3888,2.2725,38.2931,74.3023,38.2893,7.0938,10.585,17.6708,14.1068,20.9672,23.6572,22.3034,63.0981,100.2245,48.28,15.5498,81.8766,96.7837,10.7569,24.6695,2.9717,3.5063,0.4847,0.0133,0.6205,0.2875,9.1039
bloom,med-easi-test,med-easi-validation,3,p2,1,489,random,5.2136,2.2825,37.551,74.2131,38.0155,7.1905,9.1563,15.6602,12.3694,19.5014,22.0781,20.7503,56.2,62.2222,47.1813,15.8387,81.5206,96.4015,10.9506,24.9791,3.0513,3.7039,0.4791,0.01,0.6254,0.2775,9.1438
bloom,med-easi-test,med-easi-validation,3,p2,1,723,random,4.0738,2.1937,33.2288,75.1393,36.8539,7.0573,5.9807,12.842,9.3867,15.6449,18.313,16.9531,66.3234,196.65,47.0468,15.0163,81.2255,96.5203,9.9359,23.5499,3.1751,3.8257,0.4571,0.01,0.647,0.2918,9.1412
bloom,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,41.7373,4.4632,53.5377,54.7816,37.5942,7.0096,61.5562,59.1877,59.8406,64.9078,59.2614,61.9978,84.2125,101.0261,60.5163,15.1222,90.9866,99.1385,30.7374,81.6932,0.9841,1.3048,0.6836,0.0195,0.2823,0.36,8.5873
bloom,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,41.5011,4.2567,54.0708,53.6886,37.3387,6.7486,61.7945,58.1826,59.391,65.7078,58.3334,61.9252,77.7225,66.1166,61.5027,16.2764,90.3779,98.7589,30.6151,81.6077,1.0242,1.4196,0.6935,0.0273,0.2704,0.354,8.563
bloom,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,44.0628,4.0534,54.1272,51.8999,36.6935,7.7657,63.793,60.3318,61.6675,68.3846,61.5046,64.8896,75.2447,60.8971,60.5926,14.5002,91.5354,99.1242,31.6393,82.1683,0.9269,1.172,0.7119,0.0195,0.2487,0.3406,8.5924
bloom,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,42.2663,3.7802,54.0918,52.9711,36.9477,6.3748,53.7838,56.6027,54.7924,57.2527,57.2957,57.2004,97.8545,90.6104,50.5306,16.2881,90.4948,98.9975,30.5967,78.2898,1.0328,1.3607,0.6988,0.0,0.3089,0.3611,8.5798
bloom,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,43.5252,3.3379,54.5961,54.1385,37.3575,6.2098,55.819,57.8283,56.3585,59.5534,58.2419,58.846,110.6691,115.6073,51.4584,16.1079,91.0628,99.0222,30.963,79.6185,0.9834,1.3044,0.7117,0.0,0.2729,0.3479,8.6114
bloom,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,48.2391,3.7178,56.1708,48.4953,36.128,6.8759,57.7009,60.309,58.6016,61.9821,61.8143,61.8591,93.1085,73.8116,52.9781,15.8573,90.3834,99.1199,30.1393,77.4823,0.9937,1.2628,0.7316,0.0,0.2833,0.321,8.5048
bloom,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,40.8051,4.3934,53.9982,53.1047,37.1654,7.4985,61.5206,59.9762,60.3257,65.6594,61.0175,63.2695,80.3736,93.4161,60.8308,14.1262,90.9203,98.9324,30.4576,81.4168,1.0616,1.3353,0.6926,0.0234,0.2887,0.3344,8.5859
bloom,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,41.3309,4.3502,54.0312,54.4527,37.6114,7.2162,62.7761,59.4476,60.5853,66.5864,59.9883,63.2124,73.4494,70.7279,61.89,14.608,90.4176,98.718,30.4855,81.8003,0.9743,1.3293,0.7038,0.0352,0.2765,0.3481,8.5558
bloom,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,43.5633,4.4627,56.0827,52.4585,37.668,7.7654,63.8861,62.2793,62.5875,68.7714,63.9185,66.316,72.4965,70.2844,60.2053,13.9515,90.3103,98.9484,30.4407,80.8098,0.9867,1.2391,0.7254,0.0117,0.2682,0.3047,8.5593
bloom-1b1,asset-test,asset-valid,3,p0,1,287,random,52.9477,2.1674,56.8389,44.7407,34.5823,8.2679,65.0784,73.5989,68.1948,68.2535,70.4281,69.1425,98.7582,125.1759,50.8617,20.0254,87.4106,96.768,35.5835,79.6453,1.2593,1.5063,0.7697,0.3593,0.2407,0.1937,8.518
bloom-1b1,asset-test,asset-valid,3,p0,1,489,random,50.0134,2.4554,56.2917,44.414,34.387,8.2675,64.7479,72.9726,67.8459,67.8477,70.0886,68.7652,94.3959,116.8533,52.3501,19.3199,87.3325,96.8358,34.4906,79.0193,1.294,1.5286,0.765,0.3315,0.2427,0.1869,8.5281
bloom-1b1,asset-test,asset-valid,3,p0,1,723,random,49.7692,2.423,56.6711,44.2543,34.4495,8.1614,63.6311,73.4031,67.2949,66.8178,70.6438,68.4669,107.0068,213.358,49.4176,20.116,86.1499,95.9123,34.5683,78.5894,1.3556,1.6056,0.7517,0.3148,0.2532,0.1921,8.5046
bloom-1b1,asset-test,asset-valid,3,p1,1,287,random,66.0583,1.8036,57.1542,44.4105,34.4561,7.8293,61.3446,69.5369,64.6835,63.924,67.4078,65.6453,137.8953,141.6126,45.2158,16.023,90.9567,98.8339,37.8556,80.8062,0.9997,1.1386,0.8253,0.0,0.2208,0.2329,8.537
bloom-1b1,asset-test,asset-valid,3,p1,1,489,random,67.1192,1.8838,56.5621,43.3119,33.9193,8.1214,61.937,70.4701,65.4083,64.9318,68.2028,66.5353,148.9419,190.8085,44.625,17.344,91.4444,98.7461,37.8861,80.5861,0.9757,1.0905,0.8319,0.0,0.2097,0.2352,8.5462
bloom-1b1,asset-test,asset-valid,3,p1,1,723,random,64.3405,1.926,56.7786,40.0028,32.9025,8.7711,62.8568,72.2857,66.8319,66.2209,70.9028,68.5152,142.8632,214.6028,45.9959,15.396,90.866,98.6895,36.4178,78.9878,1.0961,1.0559,0.8404,0.0,0.2097,0.1991,8.5441
bloom-1b1,asset-test,asset-valid,3,p2,1,287,random,46.2017,2.3291,57.7061,41.9624,33.9992,8.1097,63.9141,74.8758,68.1803,67.5143,72.6128,69.8049,87.9237,116.1107,51.8378,20.0051,85.682,95.6138,32.1984,72.9608,1.6002,1.8684,0.7654,0.39,0.2534,0.147,8.6048
bloom-1b1,asset-test,asset-valid,3,p2,1,489,random,49.2944,2.386,57.3106,41.7004,33.799,8.2213,66.0846,75.4148,69.6854,69.7434,73.0777,71.1509,91.3524,91.0737,51.7071,19.8364,86.4,96.0233,32.5218,74.2863,1.4381,1.6934,0.7762,0.3482,0.2332,0.1552,8.572
bloom-1b1,asset-test,asset-valid,3,p2,1,723,random,47.8241,2.5717,57.6161,43.1465,34.4448,8.1968,63.5428,74.9563,67.9449,67.3397,73.0412,69.9343,94.9471,132.8126,50.1474,19.3321,85.6641,95.652,33.6371,77.3036,1.4366,1.7291,0.7604,0.3287,0.2594,0.1611,8.5361
bloom-1b1,med-easi-test,med-easi-validation,3,p0,1,287,random,7.0983,1.9661,31.5405,74.1762,35.8943,6.7133,5.85,8.1682,6.9727,13.8957,13.3742,13.5252,86.9684,150.5351,33.6481,16.4937,84.2234,97.8845,21.9681,55.1978,1.6556,1.8833,0.4519,0.0633,0.5945,0.51,8.8485
bloom-1b1,med-easi-test,med-easi-validation,3,p0,1,489,random,5.7292,1.839,28.9785,75.9054,35.5743,6.8645,4.5834,6.0164,5.3005,12.5285,10.3704,11.4019,83.6732,149.0843,33.7007,17.2326,84.3034,98.6624,22.4113,56.6056,1.6553,1.8954,0.4466,0.0667,0.6202,0.5168,8.8144
bloom-1b1,med-easi-test,med-easi-validation,3,p0,1,723,random,4.06,2.0862,23.0652,74.1056,33.0857,6.8139,2.711,4.9935,3.8276,9.3466,8.975,9.0764,85.7131,195.4718,32.4638,16.5879,83.4553,97.7255,20.9009,55.2629,1.8397,2.0232,0.4299,0.05,0.6416,0.5172,8.8004
bloom-1b1,med-easi-test,med-easi-validation,3,p1,1,287,random,8.2491,1.7665,31.5256,73.3165,35.5362,6.085,7.7747,9.7942,8.808,17.9859,16.5289,17.2562,90.6591,60.5688,34.0141,15.188,86.5137,99.1092,22.1892,50.7529,1.3114,1.5502,0.5097,0.0,0.5626,0.5256,8.8141
bloom-1b1,med-easi-test,med-easi-validation,3,p1,1,489,random,10.234,1.6569,36.9623,74.0115,37.5436,6.1407,8.8422,10.1257,9.5026,18.6851,16.0948,17.3738,98.055,92.9075,34.0821,16.1434,86.6945,99.1655,22.5166,52.7731,1.3425,1.5534,0.5051,0.0,0.5613,0.5266,8.7565
bloom-1b1,med-easi-test,med-easi-validation,3,p1,1,723,random,6.8474,2.1607,27.1656,73.0357,34.1207,5.8144,6.4053,6.8822,6.6651,14.7841,11.8094,13.2882,91.7183,92.4399,32.3253,14.7828,85.3335,98.7893,19.7173,49.743,1.3632,1.6307,0.4835,0.0,0.6,0.5417,8.763
bloom-1b1,med-easi-test,med-easi-validation,3,p2,1,287,random,3.7063,1.739,33.3681,74.4736,36.5269,7.3453,-2.3032,9.1869,3.3784,5.5256,14.6047,9.9555,54.316,111.6041,40.0421,15.0126,78.1572,95.5691,11.8792,30.2762,3.5423,4.0236,0.4138,0.0533,0.7188,0.2717,9.2065
bloom-1b1,med-easi-test,med-easi-validation,3,p2,1,489,random,3.5717,1.6468,34.2213,76.1248,37.331,7.3469,-3.2605,7.2511,1.9354,4.2899,11.5979,7.8417,62.4234,157.7584,41.4694,16.1513,78.6369,95.6518,12.1039,30.6271,3.5723,4.1318,0.404,0.0567,0.7208,0.274,9.1292
bloom-1b1,med-easi-test,med-easi-validation,3,p2,1,723,random,2.245,1.5979,25.4468,74.1027,33.7158,7.4282,-6.0695,5.3083,-0.4284,1.0815,9.3211,5.1038,61.4439,195.6437,39.9125,15.1441,77.7818,95.1718,11.6553,29.9727,3.844,4.3226,0.3842,0.05,0.7455,0.2659,9.162
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,31.2456,2.1653,55.2192,49.3891,35.5912,7.4554,44.9408,52.6737,48.3599,49.5478,54.7755,52.0175,67.5427,59.5193,49.5945,21.2882,86.3519,97.2153,29.5289,78.9893,1.5767,1.8457,0.6511,0.2422,0.3912,0.2742,8.4908
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,26.9718,1.9988,55.4038,50.5913,35.998,8.1887,42.0293,51.4339,46.0983,46.2783,53.2095,49.5284,68.1472,60.9618,45.3843,21.8297,85.3945,96.5895,29.1279,78.7279,1.752,1.9271,0.6286,0.2109,0.4208,0.2676,8.5414
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,29.1393,1.7367,54.1524,46.5492,34.1461,7.6879,43.0541,51.3063,46.7282,47.5829,52.941,50.1165,69.0148,65.0159,46.614,21.7474,85.5756,96.4506,28.4311,76.798,1.5826,1.9136,0.6403,0.2461,0.401,0.2746,8.5383
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,42.3453,1.8277,54.002,44.8844,33.5714,8.4474,48.6233,52.8644,50.4284,53.6116,55.2385,54.4012,104.7049,119.8264,46.273,16.5425,90.9967,99.3022,31.3213,80.132,1.1202,1.181,0.7112,0.0,0.327,0.3345,8.6205
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,43.6173,1.3158,56.9976,44.1447,34.1527,8.7041,50.8047,56.6206,53.3971,56.3226,59.881,58.0767,98.4023,96.1723,44.8942,16.3499,89.3424,98.612,30.4641,79.586,1.143,1.214,0.7443,0.0,0.3142,0.2856,8.6042
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,45.6421,1.4038,57.4037,42.8394,33.8823,7.9401,51.8334,57.8452,54.5427,57.282,61.0796,59.1548,98.8398,101.0225,45.9888,15.7571,90.3175,99.1598,31.3243,80.7832,1.2047,1.2614,0.7529,0.0,0.2917,0.2759,8.5948
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,30.3863,1.7691,56.8724,48.3933,35.6783,8.1751,45.2881,54.434,49.3842,50.1832,56.8277,53.3247,63.7683,59.6118,47.9326,22.145,85.0971,96.2108,28.8487,77.4918,1.7395,1.8909,0.6546,0.2383,0.3949,0.2418,8.4962
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,28.1923,1.9556,56.8455,48.6311,35.8108,8.0676,42.1097,54.1169,47.466,46.7001,56.2799,51.1974,69.2183,63.0234,45.5624,21.7982,85.1165,96.2962,29.1821,77.8178,1.7575,1.984,0.6396,0.2266,0.409,0.2458,8.5656
bloom-1b1,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,28.7282,1.7416,56.379,45.7753,34.632,7.7188,43.9885,54.6769,48.7123,48.6948,56.7759,52.5145,66.6412,62.1516,46.1194,21.798,84.9481,96.2977,27.9241,76.6575,1.8306,2.0126,0.6467,0.2656,0.3978,0.2264,8.5262
bloom-3b,asset-test,asset-valid,3,p0,1,287,random,54.9448,3.6616,57.1031,53.0997,37.9548,7.8897,68.8159,74.2025,70.4037,70.3858,68.9283,69.5318,104.2408,212.348,54.2778,19.0904,88.1452,97.6403,36.0836,80.8175,1.1135,1.4111,0.771,0.1365,0.2349,0.2312,8.5281
bloom-3b,asset-test,asset-valid,3,p0,1,489,random,55.7039,3.9401,55.2786,52.2391,37.1526,7.6366,70.3818,74.4717,71.2336,72.0464,68.9059,70.3603,91.4274,114.5358,55.2116,18.6772,88.3293,97.3051,35.414,79.6427,1.084,1.4153,0.7723,0.1448,0.2158,0.2301,8.5075
bloom-3b,asset-test,asset-valid,3,p0,1,723,random,52.8878,3.6381,56.7921,51.4842,37.3048,7.5675,68.9984,74.8612,70.6366,71.5894,70.8837,71.1186,102.6454,216.1864,52.526,19.104,87.9527,97.1377,35.5318,81.4055,1.1715,1.4965,0.7819,0.1476,0.2313,0.215,8.4923
bloom-3b,asset-test,asset-valid,3,p1,1,287,random,62.2163,3.1711,55.4182,51.2283,36.6059,7.4039,61.5044,68.6435,64.2331,63.1258,64.8953,63.987,128.9172,147.1214,47.2023,16.028,90.6488,98.8124,37.0935,79.5598,0.9643,1.1599,0.7966,0.0,0.236,0.2656,8.5402
bloom-3b,asset-test,asset-valid,3,p1,1,489,random,64.242,3.6792,54.7229,51.965,36.789,7.3803,62.5749,68.8341,64.7575,63.9661,64.3991,64.1598,144.6914,168.9336,46.9269,16.2999,91.3637,98.8504,37.2977,79.3985,0.9198,1.1209,0.7996,0.0,0.2281,0.2873,8.5096
bloom-3b,asset-test,asset-valid,3,p1,1,723,random,63.7598,3.5574,55.3924,50.9132,36.621,7.4885,63.3135,70.0678,65.8067,64.7894,66.1915,65.4531,132.3453,148.0645,45.6822,16.4928,90.639,98.6647,37.6252,81.6371,0.9495,1.1604,0.805,0.0,0.2325,0.2692,8.4854
bloom-3b,asset-test,asset-valid,3,p2,1,287,random,52.7232,3.7247,58.5178,52.0574,38.1,7.9686,69.7972,76.2991,72.0221,71.7418,71.1838,71.3359,105.4203,216.2542,55.617,16.6076,88.2153,97.7396,33.6786,74.9368,1.2567,1.5594,0.7816,0.1532,0.2261,0.1972,8.5328
bloom-3b,asset-test,asset-valid,3,p2,1,489,random,49.2231,4.1318,56.3828,50.4342,36.9829,7.9051,68.7176,75.8202,70.9786,70.8647,71.1284,70.8392,88.3148,109.5298,54.8263,17.5969,87.577,97.3568,32.0299,74.8736,1.2877,1.6256,0.769,0.1616,0.2324,0.187,8.5545
bloom-3b,asset-test,asset-valid,3,p2,1,723,random,56.0996,3.7578,58.0773,47.2489,36.3614,7.8984,71.6352,78.2385,73.8248,74.7792,75.4833,75.0074,89.6847,126.9593,52.5796,18.6833,87.0839,96.826,35.1268,79.4838,1.1915,1.4847,0.8037,0.1643,0.2152,0.1734,8.5134
bloom-3b,med-easi-test,med-easi-validation,3,p0,1,287,random,7.2406,1.9994,29.1919,73.556,34.9158,6.3282,10.0099,10.6721,10.3209,21.1923,18.5309,19.8026,79.2427,58.6853,37.3857,18.0267,85.538,98.0141,22.3995,53.818,1.3764,1.6936,0.4908,0.0433,0.5511,0.5176,8.8417
bloom-3b,med-easi-test,med-easi-validation,3,p0,1,489,random,7.5115,2.094,31.6701,74.8154,36.1932,6.0224,10.2602,10.8113,10.5436,19.7211,16.6547,18.1405,102.7993,264.5132,35.5447,18.3332,84.7833,98.5121,22.4572,54.3582,1.4657,1.7753,0.4874,0.0433,0.5723,0.5173,8.8094
bloom-3b,med-easi-test,med-easi-validation,3,p0,1,723,random,6.0495,2.2339,27.4328,73.2959,34.3208,6.1426,7.4965,8.1955,7.8228,17.0784,14.1507,15.5182,89.9047,205.3544,35.0025,17.0772,83.4913,97.8276,21.3199,53.491,1.5827,1.893,0.4688,0.0467,0.6007,0.5131,8.828
bloom-3b,med-easi-test,med-easi-validation,3,p1,1,287,random,7.6028,2.1111,29.9263,74.0144,35.3506,5.4589,9.9691,10.9952,10.4981,19.6208,16.9221,18.268,89.9546,68.0662,35.3703,15.6738,85.9213,98.745,21.4258,49.71,1.3045,1.5894,0.5066,0.0,0.5652,0.5292,8.7625
bloom-3b,med-easi-test,med-easi-validation,3,p1,1,489,random,10.1702,2.1249,36.716,74.4082,37.7497,5.7694,10.7913,11.7347,11.2901,19.7378,16.8797,18.2861,93.2551,82.0326,35.0449,16.373,86.7285,99.1338,22.25,52.4509,1.2815,1.5577,0.5071,0.0,0.5595,0.5206,8.7991
bloom-3b,med-easi-test,med-easi-validation,3,p1,1,723,random,6.4479,2.2972,26.3505,73.6573,34.1016,5.4577,7.5346,7.5295,7.5456,15.3177,11.9459,13.6169,94.2862,100.8661,32.9391,16.1746,84.917,98.4478,19.9584,49.1558,1.3386,1.6274,0.4808,0.0,0.5958,0.5494,8.7781
bloom-3b,med-easi-test,med-easi-validation,3,p2,1,287,random,3.7306,1.7065,31.7431,72.8068,35.4188,7.578,2.4435,12.0344,7.1941,13.4113,19.6691,16.4977,53.0987,53.3637,43.2858,14.8746,79.8649,95.849,12.1364,28.3398,3.2363,3.7508,0.4531,0.05,0.6732,0.2695,9.1788
bloom-3b,med-easi-test,med-easi-validation,3,p2,1,489,random,3.9821,1.7412,34.216,73.3333,36.4301,7.3284,1.064,11.8593,6.3907,11.6072,19.1043,15.2661,71.8413,269.7714,41.6916,15.6575,78.1768,95.3749,11.7816,29.0467,3.4752,4.0239,0.4484,0.03,0.6828,0.2491,9.1713
bloom-3b,med-easi-test,med-easi-validation,3,p2,1,723,random,3.2372,1.7458,29.4508,72.539,34.5785,7.3019,-0.6265,9.184,4.2343,9.307,15.6471,12.3896,60.6977,192.8125,41.6377,14.6716,77.9211,95.3877,10.4047,26.6238,3.5159,4.0386,0.4291,0.0433,0.7008,0.2667,9.1694
bloom-3b,news-manual-all-test,news-manual-all-val,3,p0,1,287,random,32.8365,2.5337,54.0224,50.616,35.724,8.0171,51.624,55.4304,53.0455,56.0456,56.9709,56.3835,69.5373,94.8143,52.7702,17.9079,87.1254,97.6408,29.4011,79.0252,1.4144,1.6291,0.6724,0.1641,0.3552,0.2889,8.5935
bloom-3b,news-manual-all-test,news-manual-all-val,3,p0,1,489,random,33.7542,2.5166,57.8988,52.1284,37.5146,7.7386,53.6966,57.4914,55.164,58.3694,59.0309,58.5984,67.8923,69.4803,52.5186,19.2055,86.7913,97.7252,28.8791,79.6539,1.3963,1.6497,0.692,0.1602,0.3522,0.2638,8.5793
bloom-3b,news-manual-all-test,news-manual-all-val,3,p0,1,723,random,33.2897,2.3967,55.962,48.573,35.6439,8.1524,51.3517,56.2014,53.2695,55.6864,57.995,56.6995,71.3167,82.8135,50.9656,19.2529,87.1615,97.5861,29.2603,78.765,1.4615,1.6967,0.6796,0.1367,0.3549,0.2668,8.5886
bloom-3b,news-manual-all-test,news-manual-all-val,3,p1,1,287,random,40.5886,2.1595,53.265,50.5609,35.3285,7.2894,49.7389,53.0682,51.069,54.1115,54.5944,54.319,97.1568,96.1117,48.0238,16.0563,89.7674,98.824,31.3643,79.4044,1.0659,1.2643,0.702,0.0,0.3301,0.346,8.5674
bloom-3b,news-manual-all-test,news-manual-all-val,3,p1,1,489,random,41.7948,2.4333,54.9143,49.0621,35.4699,7.2277,52.8403,55.8049,53.938,57.4141,57.5078,57.434,94.2662,92.2769,48.1204,14.6394,89.5598,98.6584,30.9524,79.0501,1.0725,1.2907,0.7175,0.0039,0.3226,0.3315,8.6333
bloom-3b,news-manual-all-test,news-manual-all-val,3,p1,1,723,random,46.8503,1.8485,57.2395,47.0933,35.3938,7.8048,54.3589,57.4345,55.5424,59.4194,60.0387,59.6774,113.8689,250.8108,45.835,16.5117,90.6986,99.0324,31.1252,79.7829,1.0603,1.1689,0.7433,0.0,0.2876,0.3136,8.58
bloom-3b,news-manual-all-test,news-manual-all-val,3,p2,1,287,random,33.3016,2.3349,56.0562,48.3585,35.5832,8.2225,52.7311,58.5271,55.086,57.7372,61.0693,59.2118,62.006,56.5528,53.1367,19.1504,85.6916,96.6851,28.4889,78.0915,1.6573,1.7152,0.6847,0.1523,0.3502,0.2521,8.597
bloom-3b,news-manual-all-test,news-manual-all-val,3,p2,1,489,random,34.3615,2.498,58.0906,47.5169,36.0351,8.3763,54.2292,60.0271,56.6534,59.6736,62.7091,61.0644,70.714,97.931,52.2608,19.365,85.1189,96.3948,27.8121,76.9519,1.4883,1.6582,0.7015,0.1758,0.354,0.2287,8.5958
bloom-3b,news-manual-all-test,news-manual-all-val,3,p2,1,723,random,33.4729,2.5162,58.0353,47.2016,35.9177,8.0529,51.2382,58.595,54.2546,55.8886,60.5978,58.0854,67.1289,78.1486,49.7184,18.6366,86.1311,97.5832,28.5227,78.7477,1.5902,1.7918,0.6822,0.1367,0.368,0.2365,8.5422
bloom-560m,asset-test,asset-valid,3,p0,1,287,random,32.5619,2.5601,53.0085,54.6479,36.7388,7.6893,46.8136,59.7048,51.9671,48.1563,54.6174,51.1523,89.8785,113.823,43.0099,23.3718,84.2543,95.2155,32.5251,76.2883,1.6679,1.9559,0.6465,0.2451,0.3912,0.2478,8.5524
bloom-560m,asset-test,asset-valid,3,p0,1,489,random,28.7187,2.4211,49.5873,55.7584,35.9223,7.8472,44.2193,56.1353,48.8583,45.127,50.3566,47.5305,121.5166,424.8964,38.9799,24.0729,83.5296,94.3514,31.6105,75.5325,1.659,2.0409,0.6264,0.2256,0.418,0.2583,8.5108
bloom-560m,asset-test,asset-valid,3,p0,1,723,random,27.8822,2.5287,50.134,55.4605,36.0411,7.8001,42.8763,57.5864,48.6577,44.0185,51.793,47.6163,89.9082,100.9484,41.2022,24.0026,83.0054,94.4497,31.9332,76.7615,1.8277,2.1137,0.6131,0.2228,0.4242,0.2592,8.5189
